Huyện A Lưới, Thành phố Huế
Xã Tơ Tung, Huyện KBang, Tỉnh Gia Lai
Xã Tư Mại, Thành phố Bắc Giang, Tỉnh Bắc Giang
Xã Tư Nghĩa, Huyện Đạ Huoai, Tỉnh Lâm Đồng
Xã Tư, Huyện Đông Giang, Tỉnh Quảng Nam
Xã Tường Hạ, Huyện Phù Yên, Tỉnh Sơn La
Xã Tường Phong, Huyện Phù Yên, Tỉnh Sơn La
Xã Tường Phù, Huyện Phù Yên, Tỉnh Sơn La
Xã Tường Sơn, Huyện Anh Sơn, Tỉnh Nghệ An
Xã Tường Thượng, Huyện Phù Yên, Tỉnh Sơn La
Xã Tường Tiến, Huyện Phù Yên, Tỉnh Sơn La
Xã Tường Đa, Huyện Châu Thành, Tỉnh Bến Tre
Xã Tượng Lĩnh, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tượng Sơn, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tượng Sơn, Thành phố Hà Tĩnh, Tỉnh Hà Tĩnh
Xã Tượng Văn, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tạ An Khương Nam, Huyện Đầm Dơi, Tỉnh Cà Mau
Xã Tạ An Khương Đông, Huyện Đầm Dơi, Tỉnh Cà Mau
Xã Tạ An Khương, Huyện Đầm Dơi, Tỉnh Cà Mau
Xã Tạ Bú, Huyện Mường La, Tỉnh Sơn La
Xã Tạ Khoa, Huyện Bắc Yên, Tỉnh Sơn La
Xã Tả Củ Tỷ, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Tả Gia Khâu, Huyện Mường Khương, Tỉnh Lào Cai
Xã Tả Lèng, Huyện Tam Đường, Tỉnh Lai Châu
Xã Tả Lủng, Huyện Mèo Vạc, Tỉnh Hà Giang
Xã Tả Lủng, Huyện Đồng Văn, Tỉnh Hà Giang
Xã Tả Ngải Chồ, Huyện Mường Khương, Tỉnh Lào Cai
Xã Tả Ngảo, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Tả Nhìu, Huyện Xín Mần, Tỉnh Hà Giang
Xã Tả Phìn, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Tả Phìn, Huyện Tủa Chùa, Tỉnh Điện Biên
Xã Tả Phìn, Huyện Đồng Văn, Tỉnh Hà Giang
Xã Tả Phìn, Thị xã Sa Pa, Tỉnh Lào Cai
Xã Tả Phời, Thành phố Lào Cai, Tỉnh Lào Cai
Xã Tả Sìn Thàng, Huyện Tủa Chùa, Tỉnh Điện Biên
Xã Tả Sử Choóng, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Tả Thanh Oai, Huyện Thanh Trì, Thành phố Hà Nội
Xã Tả Thàng, Huyện Mường Khương, Tỉnh Lào Cai
Xã Tả Van Chư, Huyện Bắc Hà, Tỉnh Lào Cai
Xã Tả Van, Thị xã Sa Pa, Tỉnh Lào Cai
Xã Tả Ván, Huyện Quản Bạ, Tỉnh Hà Giang
Xã Tản Lĩnh, Huyện Ba Vì, Thành phố Hà Nội
Xã Tảo Dương Văn, Huyện Ứng Hòa, Thành phố Hà Nội
Xã Tấn Mỹ, Huyện Chợ Mới, Tỉnh An Giang
Xã Tất Thắng, Huyện Thanh Sơn, Tỉnh Phú Thọ
Xã Tập Ngãi, Huyện Tiểu Cần, Tỉnh Trà Vinh
Xã Tập Sơn, Huyện Trà Cú, Tỉnh Trà Vinh
Xã Tắc Vân, Thành phố Cà Mau, Tỉnh Cà Mau
Xã Tế Lợi, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tế Nông, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tế Thắng, Huyện Nông Cống, Tỉnh Thanh Hóa
Xã Tề Lễ, Huyện Tam Nông, Tỉnh Phú Thọ
Xã Tề Lỗ, Huyện Yên Lạc, Tỉnh Vĩnh Phúc
Xã Tịnh An, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Bình, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Bắc, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Châu, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Giang, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Hiệp, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Hòa, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Khê, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Kỳ, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Long, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Minh, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Phong, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Sơn, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Thiện, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Thọ, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Thới, Thành phố Cao Lãnh, Tỉnh Đồng Tháp
Xã Tịnh Trà, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Đông, Huyện Sơn Tịnh, Tỉnh Quảng Ngãi
Xã Tịnh Ấn Tây, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tịnh Ấn Đông, Thành phố Quảng Ngãi, Tỉnh Quảng Ngãi
Xã Tỏa Tình, Huyện Tuần Giáo, Tỉnh Điện Biên
Xã Tống Phan, Huyện Phù Cừ, Tỉnh Hưng Yên
Xã Tống Trân, Huyện Phù Cừ, Tỉnh Hưng Yên
Xã Tốt Động, Huyện Chương Mỹ, Thành phố Hà Nội
Xã Tổng Cọt, Huyện Hà Quảng, Tỉnh Cao Bằng
Xã Tụ Nhân, Huyện Hoàng Su Phì, Tỉnh Hà Giang
Xã Tủa Sín Chải, Huyện Sìn Hồ, Tỉnh Lai Châu
Xã Tủa Thàng, Huyện Tủa Chùa, Tỉnh Điện Biên
Xã Tứ Cường, Huyện Thanh Miện, Tỉnh Hải Dương
Xã Tứ Dân, Huyện Khoái Châu, Tỉnh Hưng Yên
Xã Tứ Hiệp, Huyện Hạ Hoà, Tỉnh Phú Thọ
Xã Tứ Hiệp, Huyện Thanh Trì, Thành phố Hà Nội
Xã Tứ Quận, Huyện Yên Sơn, Tỉnh Tuyên Quang
Xã Tứ Xã, Huyện Lâm Thao, Tỉnh Phú Thọ
Xã Tứ Yên, Huyện Sông Lô, Tỉnh Vĩnh Phúc
Xã Tức Tranh, Huyện Phú Lương, Tỉnh Thái Nguyên
Xã Tử Du, Huyện Lập Thạch, Tỉnh Vĩnh Phúc
Xã Tử Nê, Huyện Tân Lạc, Tỉnh Hoà Bình
Xã Tự Cường, Huyện Tiên Lãng, Thành phố Hải Phòng
Xã Tự Do, Huyện Lạc Sơn, Tỉnh Hoà Bình
Xã Tự Do, Huyện Quảng Hòa, Tỉnh Cao Bằng
Xã Tự Lập, Huyện Mê Linh, Thành phố Hà Nội
Xã Tự Nhiên, Huyện Thường Tín, Thành phố Hà Nội
Xã Tự Tân, Huyện Vũ Thư, Tỉnh Thái Bình
Xã Uar, Huyện Krông Pa, Tỉnh Gia Lai
Xã Uy Nỗ, Huyện Đông Anh, Thành phố Hà Nội
Xã Vang Quới Tây, Huyện Bình Đại, Tỉnh Bến Tre
Xã Vang Quới Đông, Huyện Bình Đại, Tỉnh Bến Tre
Xã Vi Hương, Huyện Bạch Thông, Tỉnh Bắc Kạn
Xã Vinh An, Huyện Phú Vang, Thành phố Huế
Xã Vinh Hiền, Huyện Phú Lộc, Thành phố Huế
Xã Vinh Hà, Huyện Phú Vang, Thành phố Huế
Xã Vinh Hưng, Huyện Phú Lộc, Thành phố Huế
Xã Vinh Mỹ, Huyện Phú Lộc, Thành phố Huế
Xã Vinh Quang, Huyện Chiêm Hóa, Tỉnh Tuyên Quang
Xã Vinh Quang, Huyện Tiên Lãng, Thành phố Hải Phòng
Xã Vinh Quang, Thành phố Kon Tum, Tỉnh Kon Tum
Xã Vinh Quý, Huyện Hạ Lang, Tỉnh Cao Bằng
Xã Vinh Thanh, Huyện Phú Vang, Thành phố Huế
Xã Vinh Tiền, Huyện Tân Sơn, Tỉnh Phú Thọ
Xã Vinh Xuân, Huyện Phú Vang, Thành phố Huế
Xã Viên An Đông, Huyện Ngọc Hiển, Tỉnh Cà Mau
Xã Viên An, Huyện Ngọc Hiển, Tỉnh Cà Mau
Xã Viên An, Huyện Trần Đề, Tỉnh Sóc Trăng
Xã Viên Bình, Huyện Trần Đề, Tỉnh Sóc Trăng
Xã Viên Thành, Huyện Yên Thành, Tỉnh Nghệ An
Xã Viêng Lán, Huyện Yên Châu, Tỉnh Sơn La
Xã Viễn Sơn, Huyện Văn Yên, Tỉnh Yên Bái
Xã Việt Cường, Huyện Trấn Yên, Tỉnh Yên Bái
Xã Việt Dân, Thành phố Đông Triều, Tỉnh Quảng Ninh
Xã Việt Hòa, Huyện Khoái Châu, Tỉnh Hưng Yên
Xã Việt Hùng, Huyện Trực Ninh, Tỉnh Nam Định
Xã Việt Hùng, Huyện Vũ Thư, Tỉnh Thái Bình
Xã Việt Hùng, Huyện Đông Anh, Thành phố Hà Nội
Xã Việt Hưng, Huyện Văn Lâm, Tỉnh Hưng Yên
Xã Việt Hải, Huyện Cát Hải, Thành phố Hải Phòng
Xã Việt Hồng, Huyện Bắc Quang, Tỉnh Hà Giang
Xã Việt Hồng, Huyện Trấn Yên, Tỉnh Yên Bái
Xã Việt Long, Huyện Sóc Sơn, Thành phố Hà Nội
Xã Việt Lâm, Huyện Vị Xuyên, Tỉnh Hà Giang
Xã Việt Lập, Huyện Tân Yên, Tỉnh Bắc Giang
Xã Việt Ngọc, Huyện Tân Yên, Tỉnh Bắc Giang
Xã Việt Thuận, Huyện Vũ Thư, Tỉnh Thái Bình
Xã Việt Thắng, Huyện Phú Tân, Tỉnh Cà Mau
Xã Việt Thống, Thị xã Quế Võ, Tỉnh Bắc Ninh
Xã Việt Tiến, Huyện Bảo Yên, Tỉnh Lào Cai
Xã Việt Tiến, Huyện Thạch Hà, Tỉnh Hà Tĩnh
Xã Việt Tiến, Huyện Vĩnh Bảo, Thành phố Hải Phòng
Xã Việt Tiến, Thị xã Việt Yên, Tỉnh Bắc Giang
Xã Việt Vinh, Huyện Bắc Quang, Tỉnh Hà Giang
Xã Việt Yên, Huyện Yên Mỹ, Tỉnh Hưng Yên
Xã Việt Đoàn, Huyện Tiên Du, Tỉnh Bắc Ninh
Xã Vàng Ma Chải, Huyện Phong Thổ, Tỉnh Lai Châu
Xã Vàng San, Huyện Mường Tè, Tỉnh Lai Châu
Xã Vàng Đán, Huyện Nậm Pồ, Tỉnh Điện Biên
Xã Vân An, Huyện Chi Lăng, Tỉnh Lạng Sơn
Xã Vân Canh, Huyện Hoài Đức, Thành phố Hà Nội
Xã Vân Côn, Huyện Hoài Đức, Thành phố Hà Nội
Xã Vân Du, Huyện Ân Thi, Tỉnh Hưng Yên
Xã Vân Hà, Huyện Đông Anh, Thành phố Hà Nội
Xã Vân Hà, Thị xã Việt Yên, Tỉnh Bắc Giang
Xã Vân Hòa, Huyện Ba Vì, Thành phố Hà Nội
Xã Vân Hồ, Huyện Vân Hồ, Tỉnh Sơn La
Xã Vân Hội, Huyện Trấn Yên, Tỉnh Yên Bái
Xã Vân Khánh Tây, Huyện An Minh, Tỉnh Kiên Giang
Xã Vân Khánh Đông, Huyện An Minh, Tỉnh Kiên Giang
Xã Vân Khánh, Huyện An Minh, Tỉnh Kiên Giang
Xã Vân Lĩnh, Huyện Thanh Ba, Tỉnh Phú Thọ
Xã Vân Nham, Huyện Hữu Lũng, Tỉnh Lạng Sơn
Xã Vân Nội, Huyện Đông Anh, Thành phố Hà Nội
Xã Vân Phúc, Huyện Phúc Thọ, Thành phố Hà Nội
Xã Vân Sơn, Huyện Sơn Động, Tỉnh Bắc Giang
Xã Vân Sơn, Huyện Tân Lạc, Tỉnh Hoà Bình
Xã Vân Thủy, Huyện Chi Lăng, Tỉnh Lạng Sơn
Xã Vân Trình, Huyện Thạch An, Tỉnh Cao Bằng
Xã Vân Trường, Huyện Tiền Hải, Tỉnh Thái Bình
Xã Vân Trục, Huyện Lập Thạch, Tỉnh Vĩnh Phúc
Xã Vân Tảo, Huyện Thường Tín, Thành phố Hà Nội
Xã Vân Tụ, Huyện Yên Thành, Tỉnh Nghệ An
Xã Vân Từ, Huyện Phú Xuyên, Thành phố Hà Nội
Xã Vân Âm, Huyện Ngọc Lặc, Tỉnh Thanh Hóa
Xã Vô Ngại, Huyện Bình Liêu, Tỉnh Quảng Ninh
Xã Vô Tranh, Huyện Hạ Hoà, Tỉnh Phú Thọ
Xã Vô Tranh, Huyện Lục Nam, Tỉnh Bắc Giang
Xã Vô Tranh, Huyện Phú Lương, Tỉnh Thái Nguyên
Xã Vô Điếm, Huyện Bắc Quang, Tỉnh Hà Giang
Xã Võ Lao, Huyện Thanh Ba, Tỉnh Phú Thọ
Xã Võ Lao, Huyện Văn Bàn, Tỉnh Lào Cai
Xã Võ Miếu, Huyện Thanh Sơn, Tỉnh Phú Thọ
Xã Võ Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình
Xã Võng La, Huyện Đông Anh, Thành phố Hà Nội
Xã Võng Xuyên, Huyện Phúc Thọ, Thành phố Hà Nội
Xã Văn Bán, Huyện Cẩm Khê, Tỉnh Phú Thọ
Xã Văn Bình, Huyện Thường Tín, Thành phố Hà Nội
Xã Văn Cẩm, Huyện Hưng Hà, Tỉnh Thái Bình
Xã Văn Giáo, Thị xã Tịnh Biên, Tỉnh An Giang
Xã Văn Hoàng, Huyện Phú Xuyên, Thành phố Hà Nội
Xã Văn Hán, Huyện Đồng Hỷ, Tỉnh Thái Nguyên
Xã Văn Hóa, Huyện Tuyên Hóa, Tỉnh Quảng Bình
Xã Văn Hải, Huyện Kim Sơn, Tỉnh Ninh Bình
Xã Văn Hải, Huyện Quỳnh Lưu, Tỉnh Nghệ An
Xã Văn Hội, Huyện Ninh Giang, Tỉnh Hải Dương
Xã Văn Khê, Huyện Mê Linh, Thành phố Hà Nội
Xã Văn Lang, Huyện Hưng Hà, Tỉnh Thái Bình
Xã Văn Lang, Huyện Hạ Hoà, Tỉnh Phú Thọ
Xã Văn Lang, Huyện Na Rì, Tỉnh Bắc Kạn
Xã Văn Lem, Huyện Đắk Tô, Tỉnh Kon Tum
Xã Văn Lung, Thị xã Phú Thọ, Tỉnh Phú Thọ
Xã Văn Luông, Huyện Tân Sơn, Tỉnh Phú Thọ
Xã Văn Lý, Huyện Lý Nhân, Tỉnh Hà Nam
Xã Văn Lăng, Huyện Đồng Hỷ, Tỉnh Thái Nguyên
Xã Văn Lợi, Huyện Quỳ Hợp, Tỉnh Nghệ An
Xã Văn Minh, Huyện Na Rì, Tỉnh Bắc Kạn
Xã Văn Miếu, Huyện Thanh Sơn, Tỉnh Phú Thọ
Xã Văn Môn, Huyện Yên Phong, Tỉnh Bắc Ninh
Xã Văn Nghĩa, Huyện Lạc Sơn, Tỉnh Hoà Bình
Xã Văn Nho, Huyện Bá Thước, Tỉnh Thanh Hóa
Xã Văn Phong, Huyện Cát Hải, Thành phố Hải Phòng
Xã Văn Phú, Huyện Nho Quan, Tỉnh Ninh Bình
Xã Văn Phú, Huyện Sơn Dương, Tỉnh Tuyên Quang
Xã Văn Phú, Huyện Thường Tín, Thành phố Hà Nội
Xã Văn Phú, Thành phố Yên Bái, Tỉnh Yên Bái
Xã Văn Phương, Huyện Nho Quan, Tỉnh Ninh Bình
Xã Văn Quán, Huyện Lập Thạch, Tỉnh Vĩnh Phúc
Xã Văn Sơn, Huyện Lạc Sơn, Tỉnh Hoà Bình
Xã Văn Sơn, Huyện Triệu Sơn, Tỉnh Thanh Hóa
Xã Văn Sơn, Huyện Đô Lương, Tỉnh Nghệ An
Xã Văn Thành, Huyện Yên Thành, Tỉnh Nghệ An
Xã Văn Tiến, Huyện Yên Lạc, Tỉnh Vĩnh Phúc
Xã Văn Tố, Huyện Tứ Kỳ, Tỉnh Hải Dương
Xã Văn Tự, Huyện Thường Tín, Thành phố Hà Nội
Xã Văn Võ, Huyện Chương Mỹ, Thành phố Hà Nội
Xã Văn Vũ, Huyện Na Rì, Tỉnh Bắc Kạn
Xã Văn Xuôi, Huyện Tu Mơ Rông, Tỉnh Kon Tum
Xã Văn Xá, Thị xã Kim Bảng, Tỉnh Hà Nam
Xã Văn Yên, Huyện Đại Từ, Tỉnh Thái Nguyên
Xã Vĩ Thượng, Huyện Quang Bình, Tỉnh Hà Giang
Xã Vĩnh An, Huyện Ba Tri, Tỉnh Bến Tre
Xã Vĩnh An, Huyện Châu Thành, Tỉnh An Giang
Xã Vĩnh An, Huyện Sơn Động, Tỉnh Bắc Giang
Xã Vĩnh An, Huyện Tây Sơn, Tỉnh Bình Định
Xã Vĩnh An, Huyện Vĩnh Bảo, Thành phố Hải Phòng
Xã Vĩnh An, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Bình Bắc, Huyện Vĩnh Thuận, Tỉnh Kiên Giang
Xã Vĩnh Bình Nam, Huyện Vĩnh Thuận, Tỉnh Kiên Giang
Xã Vĩnh Bình, Huyện Chợ Lách, Tỉnh Bến Tre
Xã Vĩnh Bình, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Bình, Huyện Vĩnh Hưng, Tỉnh Long An
Xã Vĩnh Bình, Huyện Vĩnh Thạnh, Thành phố Cần Thơ
Xã Vĩnh Bửu, Huyện Tân Hưng, Tỉnh Long An
Xã Vĩnh Chánh, Huyện Thoại Sơn, Tỉnh An Giang
Xã Vĩnh Chân, Huyện Hạ Hoà, Tỉnh Phú Thọ
Xã Vĩnh Châu A, Huyện Tân Hưng, Tỉnh Long An
Xã Vĩnh Châu B, Huyện Tân Hưng, Tỉnh Long An
Xã Vĩnh Châu, Thành phố Châu Đốc, Tỉnh An Giang
Xã Vĩnh Chấp, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Công, Huyện Châu Thành, Tỉnh Long An
Xã Vĩnh Cường, Huyện Thanh Hà, Tỉnh Hải Dương
Xã Vĩnh Gia, Huyện Tri Tôn, Tỉnh An Giang
Xã Vĩnh Giang, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Hanh, Huyện Châu Thành, Tỉnh An Giang
Xã Vĩnh Hiệp, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Hiệp, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Hiệp, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng
Xã Vĩnh Hoà Phú, Huyện Châu Thành, Tỉnh Kiên Giang
Xã Vĩnh Hoà, Huyện Phú Giáo, Tỉnh Bình Dương
Xã Vĩnh Hoà, Huyện Vĩnh Bảo, Thành phố Hải Phòng
Xã Vĩnh Hà, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Hào, Huyện Vụ Bản, Tỉnh Nam Định
Xã Vĩnh Hòa Hiệp, Huyện Châu Thành, Tỉnh Kiên Giang
Xã Vĩnh Hòa Hưng Bắc, Huyện Gò Quao, Tỉnh Kiên Giang
Xã Vĩnh Hòa Hưng Nam, Huyện Gò Quao, Tỉnh Kiên Giang
Xã Vĩnh Hòa, Huyện Ba Tri, Tỉnh Bến Tre
Xã Vĩnh Hòa, Huyện Chợ Lách, Tỉnh Bến Tre
Xã Vĩnh Hòa, Huyện Ninh Giang, Tỉnh Hải Dương
Xã Vĩnh Hòa, Huyện U Minh Thượng, Tỉnh Kiên Giang
Xã Vĩnh Hòa, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Hòa, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Hòa, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Hòa, Thị xã Tân Châu, Tỉnh An Giang
Xã Vĩnh Hùng, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Hưng A, Huyện Vĩnh Lợi, Tỉnh Bạc Liêu
Xã Vĩnh Hưng, Huyện Bình Giang, Tỉnh Hải Dương
Xã Vĩnh Hưng, Huyện Vĩnh Bảo, Thành phố Hải Phòng
Xã Vĩnh Hưng, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Hưng, Huyện Vĩnh Lợi, Tỉnh Bạc Liêu
Xã Vĩnh Hải, Huyện Ninh Hải, Tỉnh Ninh Thuận
Xã Vĩnh Hải, Huyện Vĩnh Bảo, Thành phố Hải Phòng
Xã Vĩnh Hải, Thị xã Vĩnh Châu, Tỉnh Sóc Trăng
Xã Vĩnh Hảo, Huyện Bắc Quang, Tỉnh Hà Giang
Xã Vĩnh Hảo, Huyện Tuy Phong, Tỉnh Bình Thuận
Xã Vĩnh Hảo, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Hậu A, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Hậu, Huyện An Phú, Tỉnh An Giang
Xã Vĩnh Hậu, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Hồng, Huyện Bình Giang, Tỉnh Hải Dương
Xã Vĩnh Hội Đông, Huyện An Phú, Tỉnh An Giang
Xã Vĩnh Hựu, Huyện Gò Công Tây, Tỉnh Tiền Giang
Xã Vĩnh Khánh, Huyện Thoại Sơn, Tỉnh An Giang
Xã Vĩnh Khê, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Khúc, Huyện Văn Giang, Tỉnh Hưng Yên
Xã Vĩnh Kim, Huyện Châu Thành, Tỉnh Tiền Giang
Xã Vĩnh Kim, Huyện Cầu Ngang, Tỉnh Trà Vinh
Xã Vĩnh Kim, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Kiên, Huyện Yên Bình, Tỉnh Yên Bái
Xã Vĩnh Long, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Long, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Lâm, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Lương, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Lạc, Huyện Lục Yên, Tỉnh Yên Bái
Xã Vĩnh Lại, Huyện Lâm Thao, Tỉnh Phú Thọ
Xã Vĩnh Lộc A, Huyện Bình Chánh, Thành phố Hồ Chí Minh
Xã Vĩnh Lộc A, Huyện Hồng Dân, Tỉnh Bạc Liêu
Xã Vĩnh Lộc B, Huyện Bình Chánh, Thành phố Hồ Chí Minh
Xã Vĩnh Lộc, Huyện An Phú, Tỉnh An Giang
Xã Vĩnh Lộc, Huyện Hồng Dân, Tỉnh Bạc Liêu
Xã Vĩnh Lợi, Huyện Châu Thành, Tỉnh An Giang
Xã Vĩnh Lợi, Huyện Sơn Dương, Tỉnh Tuyên Quang
Xã Vĩnh Lợi, Huyện Thạnh Trị, Tỉnh Sóc Trăng
Xã Vĩnh Lợi, Huyện Tân Hưng, Tỉnh Long An
Xã Vĩnh Mỹ A, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Mỹ B, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Ngọc, Huyện Đông Anh, Thành phố Hà Nội
Xã Vĩnh Ngọc, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Nhuận, Huyện Châu Thành, Tỉnh An Giang
Xã Vĩnh Ninh, Huyện Quảng Ninh, Tỉnh Quảng Bình
Xã Vĩnh Phong, Huyện Bảo Lâm, Tỉnh Cao Bằng
Xã Vĩnh Phong, Huyện Vĩnh Thuận, Tỉnh Kiên Giang
Xã Vĩnh Phú Tây, Huyện Phước Long, Tỉnh Bạc Liêu
Xã Vĩnh Phú Đông, Huyện Phước Long, Tỉnh Bạc Liêu
Xã Vĩnh Phú, Huyện Giang Thành, Tỉnh Kiên Giang
Xã Vĩnh Phú, Huyện Giồng Riềng, Tỉnh Kiên Giang
Xã Vĩnh Phú, Huyện Thoại Sơn, Tỉnh An Giang
Xã Vĩnh Phú, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc
Xã Vĩnh Phúc, Huyện Bắc Quang, Tỉnh Hà Giang
Xã Vĩnh Phúc, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Phương, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Phước A, Huyện Gò Quao, Tỉnh Kiên Giang
Xã Vĩnh Phước B, Huyện Gò Quao, Tỉnh Kiên Giang
Xã Vĩnh Phước, Huyện Tri Tôn, Tỉnh An Giang
Xã Vĩnh Quang, Huyện Bảo Lâm, Tỉnh Cao Bằng
Xã Vĩnh Quang, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Quang, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Quang, Thành phố Cao Bằng, Tỉnh Cao Bằng
Xã Vĩnh Quới, Thị xã Ngã Năm, Tỉnh Sóc Trăng
Xã Vĩnh Quỳnh, Huyện Thanh Trì, Thành phố Hà Nội
Xã Vĩnh Sơn, Huyện Anh Sơn, Tỉnh Nghệ An
Xã Vĩnh Sơn, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Sơn, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Thanh, Huyện Nhơn Trạch, Tỉnh Đồng Nai
Xã Vĩnh Thanh, Huyện Phước Long, Tỉnh Bạc Liêu
Xã Vĩnh Thuận Tây, Huyện Vị Thuỷ, Tỉnh Hậu Giang
Xã Vĩnh Thuận Đông, Huyện Long Mỹ, Tỉnh Hậu Giang
Xã Vĩnh Thuận, Huyện Vĩnh Hưng, Tỉnh Long An
Xã Vĩnh Thuận, Huyện Vĩnh Thuận, Tỉnh Kiên Giang
Xã Vĩnh Thuận, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Thành, Huyện Châu Thành, Tỉnh An Giang
Xã Vĩnh Thành, Huyện Chợ Lách, Tỉnh Bến Tre
Xã Vĩnh Thành, Huyện Thạnh Trị, Tỉnh Sóc Trăng
Xã Vĩnh Thành, Huyện Yên Thành, Tỉnh Nghệ An
Xã Vĩnh Thái, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Thái, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Thạnh, Huyện Giồng Riềng, Tỉnh Kiên Giang
Xã Vĩnh Thạnh, Huyện Lấp Vò, Tỉnh Đồng Tháp
Xã Vĩnh Thạnh, Huyện Tân Hưng, Tỉnh Long An
Xã Vĩnh Thạnh, Thành phố Nha Trang, Tỉnh Khánh Hòa
Xã Vĩnh Thắng, Huyện Gò Quao, Tỉnh Kiên Giang
Xã Vĩnh Thịnh, Huyện Hoà Bình, Tỉnh Bạc Liêu
Xã Vĩnh Thịnh, Huyện Vĩnh Lộc, Tỉnh Thanh Hóa
Xã Vĩnh Thịnh, Huyện Vĩnh Thạnh, Tỉnh Bình Định
Xã Vĩnh Thịnh, Huyện Vĩnh Tường, Tỉnh Vĩnh Phúc
Xã Vĩnh Thới, Huyện Lai Vung, Tỉnh Đồng Tháp
Xã Vĩnh Thủy, Huyện Vĩnh Linh, Tỉnh Quảng Trị
Xã Vĩnh Thực, Thành phố Móng Cái, Tỉnh Quảng Ninh
